player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Cameron Johnson,76,United States,Phoenix Suns,Stretch Four,PF,SF,203,92,23,1,North Carolina,176,1,79,75,61,52,53,50,85,82,2437,70,77,83,76,90,75,70,69,60,79,85,86,78,64,60,60,66,67,62,51,57,59,59,43,66,34,50,49,42,53,55,60,50,66,46,53,Current
Dario Saric,76,Croatia,Phoenix Suns,Mid-Range Specialist,PF,-,208,100,20,6,Croatia,198,1,76,72,67,65,57,67,40,77,2525,76,89,77,83,70,60,63,69,65,60,82,86,81,79,45,70,64,64,78,40,92,75,69,57,84,42,70,49,38,47,61,74,50,65,58,76,Current
Frank Kaminsky III,75,United States,Phoenix Suns,Interior Finisher,C,PF,213,109,8,5,Wisconsin,234,1,81,70,73,48,48,62,70,77,2459,94,68,78,67,88,90,47,53,66,67,89,85,82,78,50,65,79,79,78,68,90,40,54,38,50,59,65,40,36,51,42,63,50,40,47,76,Current
Cameron Payne,74,United States,Phoenix Suns,3PT Specialist,PG,-,191,86,22,5,Murray State,278,1,82,72,46,76,51,41,60,76,2366,88,79,82,81,85,75,75,78,39,72,82,75,84,70,25,25,25,36,31,80,72,75,78,83,72,70,31,60,56,51,70,51,52,40,35,47,Current
Jevon Carter,73,United States,Phoenix Suns,3PT Specialist,PG,SG,185,88,4,2,West Virginia,302,1,70,75,44,69,68,47,80,78,2434,64,73,83,81,57,60,76,78,60,71,85,76,81,75,25,35,32,34,30,40,80,75,79,76,70,44,34,79,73,55,84,72,75,70,42,52,Current
Cheick Diallo,73,Mali,Phoenix Suns,Mid-Range Finisher,C,PF,203,99,14,4,Kansas,323,1,68,74,68,38,53,71,98,75,2390,92,76,52,75,60,50,70,61,73,80,80,70,81,74,85,75,64,57,62,65,63,32,42,38,45,33,67,40,37,62,54,65,55,40,57,85,Current
Ty Jerome,71,United States,Phoenix Suns,Offense Initiator,PG,-,196,87,10,1,Virginia,398,1,65,72,49,75,59,46,98,77,2391,64,75,70,74,65,40,69,68,56,62,85,85,80,68,40,45,38,37,40,41,80,76,86,69,75,67,40,66,63,45,73,65,68,50,35,56,Current
Elie Okobo,71,France,Phoenix Suns,Offense Initiator,PG,SG,191,86,2,2,France,400,1,67,74,49,78,56,45,60,77,2377,63,73,79,69,50,70,80,79,52,75,85,65,80,74,25,40,32,44,38,62,75,78,86,80,78,70,48,69,46,37,76,67,65,40,37,53,Current
Jalen Lecque,68,United States,Phoenix Suns,Slasher,SG,PG,191,83,0,0,Brewster Academy (NH),496,1,57,75,50,72,50,39,60,78,2246,60,62,64,67,50,40,74,74,54,96,80,70,80,71,25,89,30,37,35,44,70,72,77,74,70,67,43,56,45,30,75,55,65,30,37,40,Current
Tariq Owens,68,United States,Phoenix Suns,Interior Finisher,PF,SF,208,92,41,0,Texas Tech,524,1,63,74,61,47,53,55,35,69,2250,65,67,69,79,65,35,63,62,70,80,80,79,83,68,75,75,52,50,40,50,74,48,49,47,54,36,62,35,30,74,52,69,54,45,42,68,Current
Damian Lillard,94,United States,Portland Trail Blazers,Offensive Threat,PG,-,188,88,0,8,Weber State,9,175,91,88,63,89,58,42,98,95,2849,80,93,88,89,98,98,87,88,63,89,97,95,98,95,25,85,30,38,42,94,98,88,94,87,95,79,25,69,41,45,76,72,77,55,32,51,Current
C.J. McCollum,84,United States,Portland Trail Blazers,Shot Creator,SG,PG,191,86,3,7,Lehigh,49,696,85,83,53,78,56,42,70,87,2593,86,94,82,75,80,90,82,84,60,80,98,95,80,80,30,40,38,46,32,69,91,75,86,82,80,68,35,68,37,55,76,69,50,60,34,49,Current
Jusuf Nurkic,84,Bosnia & Herzegovina,Portland Trail Blazers,Glass-Cleaning Finisher,C,-,213,124,27,6,Bosnia and Herzegovina,51,700,82,66,78,55,64,90,85,86,2716,84,80,68,77,94,90,51,37,90,50,85,75,72,74,75,65,82,78,84,86,80,60,40,25,82,70,78,45,49,81,49,79,60,70,92,88,Current
Hassan Whiteside,83,United States,Portland Trail Blazers,Paint Beast,C,-,213,119,21,0,Marshall,63,772,67,68,73,41,66,89,40,83,2498,96,71,39,68,70,60,66,57,86,60,70,70,66,70,85,71,78,62,79,60,80,60,35,30,50,31,83,53,32,95,48,81,60,75,85,93,Current
Carmelo Anthony,78,United States,Portland Trail Blazers,Inside-Out Scorer,PF,SF,203,108,0,7,Syracuse,120,939,81,76,72,67,53,55,50,86,2598,87,78,81,84,75,80,76,76,80,74,90,60,79,75,55,70,64,87,83,50,90,75,80,75,72,33,63,62,40,51,69,58,40,40,45,65,Current
Gary Trent Jr.,77,United States,Portland Trail Blazers,Sharpshooter,SG,-,196,92,2,2,Duke,148,996,82,79,58,60,56,38,85,82,2498,67,85,83,84,85,85,86,87,58,90,80,70,82,76,40,75,44,57,46,54,73,60,71,77,61,32,50,61,53,50,74,60,64,35,35,41,Current
Rodney Hood,76,United States,Portland Trail Blazers,Sharpshooter,SF,SG,203,93,5,6,Duke,218,1,76,69,62,64,59,42,25,76,2410,93,88,88,78,50,60,70,68,37,69,80,76,83,76,40,40,50,58,74,69,89,75,78,68,68,33,58,69,41,37,77,68,68,50,33,50,Current
Zach Collins,75,United States,Portland Trail Blazers,Inside-Out Scorer,PF,C,211,106,33,3,Gonzaga,226,1,72,73,70,40,58,49,80,79,2413,88,50,76,75,85,55,66,65,60,79,78,80,80,72,70,65,72,70,70,63,75,37,49,38,38,37,68,45,35,74,57,70,65,50,49,48,Current
Trevor Ariza,74,United States,Portland Trail Blazers,3PT Specialist,SF,PF,203,97,3,6,UCLA,282,1,63,77,62,63,70,51,25,76,2488,47,75,81,84,55,35,77,79,60,75,85,80,81,70,55,65,55,60,59,40,88,70,70,72,70,35,60,79,66,47,78,78,79,75,37,65,Current
Mario Hezonja,73,Croatia,Portland Trail Blazers,3-Level Scorer,SF,PF,203,101,44,5,Croatia,322,1,73,76,57,61,61,56,35,76,2445,86,74,76,82,70,50,75,78,60,84,80,72,85,80,45,75,25,62,45,40,85,60,72,70,70,33,54,70,49,50,77,68,70,50,42,70,Current
Nassir Little,72,United States,Portland Trail Blazers,Mid-Range Finisher,PF,SF,196,101,9,1,North Carolina,344,1,63,80,61,53,63,57,75,80,2463,74,76,60,64,60,45,77,79,70,81,85,85,80,79,35,82,54,52,59,50,80,52,65,68,49,30,68,70,38,61,77,70,65,55,53,60,Current
Anfernee Simons,72,United States,Portland Trail Blazers,3-Level Scorer,PG,SG,191,83,1,2,IMG Academy (FL),346,1,76,75,53,71,48,41,70,79,2365,76,80,77,83,70,70,86,89,27,90,70,80,80,73,40,75,25,44,32,60,75,79,78,79,79,38,34,59,36,40,76,50,55,30,34,47,Current
Wenyen Gabriel,70,Sudan,Portland Trail Blazers,Inside-Out Scorer,PF,SF,206,92,35,1,Kentucky,458,1,59,74,59,52,63,64,50,73,2360,63,62,70,63,50,45,66,64,69,75,80,85,81,70,75,75,52,38,46,44,70,55,60,58,59,30,69,59,70,65,62,70,54,55,67,61,Current
Jaylen Hoard,69,France,Portland Trail Blazers,Slasher,SF,SG,203,95,6,1,Wake Forest,473,1,62,71,57,54,55,68,40,74,2288,62,63,64,72,50,60,63,60,60,75,80,80,80,70,40,75,50,52,58,44,70,55,63,60,62,30,52,69,70,29,73,64,48,35,67,69,Current
Caleb Swanigan,69,United States,Portland Trail Blazers,Rebounder,C,PF,206,113,50,3,Purdue,477,1,56,63,68,46,47,78,65,73,2223,65,70,49,76,40,35,51,52,80,45,78,55,81,69,70,60,71,70,69,60,75,48,37,30,62,54,60,37,31,61,47,61,50,30,69,87,Current
Jaylen Adams,69,United States,Portland Trail Blazers,Offense Initiator,PG,-,188,86,10,2,St. Bonaventure,478,1,70,75,43,75,48,47,50,73,2264,70,75,77,81,60,55,80,80,51,78,84,71,84,71,25,25,25,40,25,55,75,75,80,80,70,69,27,57,43,50,69,58,47,35,38,56,Current
Moses Brown,67,United States,Portland Trail Blazers,Paint Defender,C,-,218,110,4,1,UCLA,535,1,41,62,57,42,58,79,25,74,2068,54,46,26,35,48,35,42,40,68,75,70,60,80,54,75,60,52,42,58,40,75,44,44,35,58,30,72,52,31,82,54,72,58,45,79,78,Current
De’Aaron Fox,85,United States,Sacramento Kings,Slashing Playmaker,PG,-,191,79,5,3,Kentucky,37,629,79,84,55,87,68,46,75,88,2739,85,77,73,70,80,90,97,97,46,84,96,90,80,85,25,80,25,30,27,79,90,83,88,97,87,80,34,79,66,55,85,77,77,70,36,56,Current
Marvin Bagley III,81,United States,Sacramento Kings,Interior Finisher,C,PF,211,105,35,2,Duke,73,821,80,82,80,53,59,76,98,85,2770,75,80,62,80,95,90,73,74,78,86,95,80,87,80,85,85,80,78,79,70,85,47,62,64,60,30,70,49,36,73,57,70,65,55,68,84,Current
Buddy Hield,81,Bahamas,Sacramento Kings,Sharpshooter,SG,SF,193,96,24,4,Oklahoma,76,827,85,72,58,72,55,51,70,83,2532,73,84,87,86,97,85,75,78,41,78,90,60,82,85,25,65,28,45,48,70,94,75,79,74,70,62,48,69,42,45,74,54,60,50,40,61,Current
Bogdan Bogdanovic,79,Serbia,Sacramento Kings,3-Level Scorer,SG,SF,198,92,8,6,Serbia,106,910,85,74,63,74,57,43,55,81,2579,90,96,80,73,92,80,75,75,63,78,82,67,77,83,50,65,62,57,57,48,85,74,79,73,79,65,51,63,49,47,73,60,60,50,31,54,Current
Harrison Barnes,78,United States,Sacramento Kings,3PT Specialist,SF,PF,203,101,40,8,UNC,130,960,76,80,70,67,60,49,50,79,2620,73,73,82,80,70,80,77,72,70,95,92,75,82,80,55,81,48,65,83,59,88,72,78,73,75,39,67,75,35,35,75,65,65,60,40,57,Current
Richaun Holmes,78,United States,Sacramento Kings,Mid-Range Specialist,C,-,208,106,22,5,Bowling Green,138,975,77,74,73,44,60,78,65,78,2556,90,84,45,80,85,75,57,55,69,81,80,95,82,78,85,75,72,57,69,60,85,42,58,38,54,30,75,40,49,83,56,68,55,50,77,79,Current
Nemanja Bjelica,78,Serbia,Sacramento Kings,Stretch Four,PF,SF,208,105,88,0,Serbia,140,977,82,70,63,61,55,66,55,78,2495,88,74,87,84,85,75,59,65,60,52,92,86,77,74,45,65,59,68,66,72,57,70,72,43,60,58,50,49,42,56,65,60,50,66,57,74,Current
Jabari Parker,77,United States,Sacramento Kings,Slashing Four,PF,-,203,110,33,6,Duke,153,1,76,81,82,62,64,64,35,80,2744,88,57,68,74,85,85,72,75,80,85,90,82,83,82,85,85,79,79,80,70,94,61,73,66,68,44,68,59,70,55,67,69,68,55,58,70,Current
Alex Len,76,Ukraine,Sacramento Kings,Glass Cleaner,C,-,213,113,25,7,Maryland,191,1,74,67,67,34,60,81,70,77,2409,90,61,63,64,85,80,43,44,75,60,80,92,78,70,80,65,74,48,76,60,64,31,32,25,45,35,74,44,40,82,50,78,62,50,77,85,Current
Harry Giles III,75,United States,Sacramento Kings,Mid-Range Specialist,C,PF,211,108,20,3,Duke,235,1,79,73,74,54,56,76,65,77,2578,77,82,63,77,98,75,68,67,65,75,75,80,79,80,85,75,70,68,70,62,80,65,40,39,74,51,68,42,53,62,60,70,55,35,65,86,Current
Kent Bazemore,74,United States,Sacramento Kings,3PT Shot Creator,SF,SG,193,90,26,8,Old Dominion,279,1,71,78,60,66,68,50,55,76,2559,48,59,78,80,88,70,81,81,46,82,88,89,82,77,35,75,30,47,70,61,84,75,73,81,70,33,45,77,63,61,79,77,68,75,33,67,Current
Cory Joseph,73,Canada,Sacramento Kings,Offense Initiator,PG,SG,191,87,9,9,Texas,329,1,74,70,46,78,64,43,60,74,2430,82,72,78,83,89,40,74,72,40,65,88,70,84,76,25,30,27,39,29,60,85,82,84,74,84,68,54,80,43,52,82,71,59,70,37,48,Current
Corey Brewer,73,United States,Sacramento Kings,Ball Hawk,SF,SG,206,84,33,3,Florida,330,1,63,72,60,60,71,51,45,74,2451,26,70,74,72,75,60,67,61,58,72,89,76,82,75,40,75,44,57,46,63,82,65,68,65,62,40,58,74,92,51,76,70,90,55,51,51,Current
Yogi Ferrell,71,United States,Sacramento Kings,Mid-Range Shot Creator,PG,SG,183,81,3,4,Indiana,413,1,77,72,44,81,47,41,35,75,2300,85,93,70,88,88,40,84,84,32,70,92,65,80,77,25,30,25,32,25,50,88,84,86,84,86,66,25,64,42,45,70,50,48,35,32,50,Current
Justin James,71,United States,Sacramento Kings,Inside-Out Scorer,SF,SG,201,86,10,1,Wyoming,434,1,64,69,62,63,61,49,40,71,2377,73,68,76,74,55,40,71,70,54,70,80,60,80,74,60,65,54,52,52,66,70,69,69,68,69,42,57,66,41,78,71,65,65,45,40,57,Current
DaQuan Jeffries,70,United States,Sacramento Kings,3-Level Scorer,SG,SF,196,97,19,1,Tulsa,455,1,65,75,65,57,53,58,85,73,2408,60,75,76,76,50,50,79,79,57,89,80,60,80,72,70,75,63,65,60,42,70,55,70,68,53,37,54,58,53,50,69,50,54,35,51,65,Current
Kyle Guy,69,United States,Sacramento Kings,Sharpshooter,PG,SG,185,77,7,1,Virginia,469,1,72,71,53,59,49,40,90,74,2294,64,82,84,74,70,60,72,72,42,79,80,75,80,73,40,40,49,51,48,45,80,61,70,72,62,30,40,59,40,51,60,50,60,35,33,47,Current
DeMar DeRozan,86,United States,San Antonio Spurs,Mid-Range Slasher,SF,SG,198,99,10,1,Southern California,32,569,83,84,75,78,63,50,70,87,2841,90,87,67,84,85,85,82,86,57,88,98,85,91,93,55,84,40,78,87,70,94,75,83,82,79,73,50,77,42,40,76,74,82,65,35,65,Current
LaMarcus Aldridge,84,United States,San Antonio Spurs,3-Level Scorer,C,PF,211,117,12,4,Texas,48,692,87,70,81,50,63,63,85,87,2717,91,86,83,83,95,85,43,46,87,62,95,80,80,78,70,69,90,92,90,70,92,55,42,38,70,43,74,48,37,82,52,77,70,65,56,69,Current
Dejounte Murray,80,United States,San Antonio Spurs,2-Way Scoring Machine,PG,-,193,77,5,4,Washington,87,859,79,74,61,81,79,63,25,84,2750,76,92,81,80,75,70,82,81,40,60,90,85,80,86,40,75,40,48,49,58,88,84,86,82,82,71,53,86,96,50,86,85,93,85,50,76,Current
Rudy Gay,79,United States,San Antonio Spurs,Mid-Range Finisher,PF,SF,203,104,22,4,Connecticut,103,907,77,78,71,64,57,65,80,81,2634,84,89,74,88,65,60,73,77,65,81,94,79,76,80,55,75,68,75,80,60,76,70,78,71,56,43,68,61,37,58,76,66,51,35,48,81,Current
Derrick White,79,United States,San Antonio Spurs,Playmaking Shot Creator,SG,PG,193,86,4,3,Colorado,115,923,86,76,52,83,66,46,50,80,2623,92,82,80,86,95,80,94,90,36,75,80,78,81,74,40,55,35,51,35,62,60,88,86,88,85,69,38,82,41,72,82,76,69,65,36,55,Current
Patty Mills,77,Australia,San Antonio Spurs,Floor-Spacing Slasher,PG,-,185,81,8,1,Saint Mary's,166,1,86,74,44,75,51,36,90,77,2415,84,79,82,86,95,90,85,84,51,66,82,70,82,84,25,25,25,37,25,59,73,79,86,85,84,43,27,65,49,35,72,61,61,40,32,40,Current
Keldon Johnson,76,United States,San Antonio Spurs,3PT Specialist,SF,SG,196,95,3,1,Kentucky,177,1,71,79,63,64,57,59,60,81,2526,74,77,82,70,69,55,76,78,68,71,85,95,80,74,65,65,52,54,60,52,85,68,71,73,68,41,63,69,42,40,75,64,51,55,52,66,Current
Jakob Poeltl,76,Austria,San Antonio Spurs,Glass-Cleaning Lockdown,C,-,216,104,25,4,Utah,214,1,64,66,70,52,56,81,60,76,2407,92,78,45,49,70,50,51,37,74,57,80,84,80,63,75,60,77,60,75,64,85,69,38,31,62,58,71,45,43,93,34,75,40,45,78,83,Current
Trey Lyles,75,Canada,San Antonio Spurs,Stretch Four,PF,C,206,105,41,5,Kentucky,243,1,76,70,71,49,52,70,40,76,2435,66,85,82,73,74,75,54,55,69,65,81,80,84,81,70,65,66,74,69,66,80,55,58,41,60,33,68,36,38,58,52,64,62,40,55,85,Current
Bryn Forbes,74,United States,San Antonio Spurs,Sharpshooter,SG,PG,188,86,11,4,Michigan State,269,1,85,69,51,59,46,37,70,77,2285,82,82,82,83,95,85,68,68,37,72,80,76,83,77,35,40,28,52,42,54,78,60,70,67,62,38,44,58,37,25,69,56,50,30,29,44,Current
Lonnie Walker IV,73,United States,San Antonio Spurs,3PT Specialist,SG,PG,196,92,1,2,Miami (FL),300,1,70,81,57,66,60,49,65,80,2485,53,75,84,72,70,65,94,93,64,83,85,65,82,74,40,75,48,53,48,40,75,70,78,77,67,36,55,74,53,55,78,62,65,35,38,59,Current
Chimezie Metu,73,United States,San Antonio Spurs,Finisher,C,PF,206,101,7,2,Southern California,309,1,65,70,63,44,56,78,98,76,2383,84,40,61,77,85,45,52,52,69,75,80,80,83,70,80,70,58,40,49,50,85,48,37,30,58,45,67,51,59,51,60,68,55,40,79,76,Current
Luka Samanic,72,Croatia,San Antonio Spurs,Inside-Out Scorer,PF,-,208,102,19,1,Croatia,348,1,67,75,63,59,56,62,65,79,2443,74,68,72,72,65,50,72,74,63,79,80,75,80,71,65,60,64,62,69,44,70,59,64,57,68,48,59,48,40,66,60,75,52,50,59,65,Current
Tyler Zeller,72,United States,San Antonio Spurs,3-Level Scorer,C,-,213,113,45,8,North Carolina,359,1,72,66,65,37,55,75,60,76,2330,87,72,72,68,90,45,44,32,72,72,80,88,77,52,70,60,70,68,72,57,70,36,35,26,58,32,67,55,33,65,40,70,55,55,75,74,Current
Marco Belinelli,71,Italy,San Antonio Spurs,Sharpshooter,SF,SG,196,95,18,3,Italy,405,1,76,63,51,63,51,41,30,76,2210,79,81,80,78,70,65,49,53,33,69,83,73,80,79,25,65,28,54,34,50,70,75,72,43,82,43,53,60,32,27,65,64,64,45,27,54,Current
Quinndary Weatherspoon,68,United States,San Antonio Spurs,3-Level Scorer,SG,-,191,93,15,1,Mississippi State,501,1,65,78,53,71,55,47,25,75,2347,57,74,75,78,58,50,83,83,50,83,80,85,80,70,35,75,35,44,36,55,72,68,74,80,64,69,48,62,41,62,74,60,59,35,44,49,Current
Drew Eubanks,68,United States,San Antonio Spurs,Rim Protector,C,PF,206,110,14,2,Oregon State,515,1,57,73,66,40,54,69,50,70,2275,80,64,30,85,50,30,61,62,68,75,80,85,83,68,75,65,66,67,63,50,75,42,37,38,55,30,60,47,33,80,59,59,50,45,57,81,Current
Pascal Siakam,88,Cameroon,Toronto Raptors,2-Way Inside-Out Scorer,PF,SF,206,104,43,4,New Mexico State,22,419,85,82,83,64,76,57,85,89,2957,75,78,80,80,98,98,76,78,70,79,95,95,82,88,90,80,79,74,85,84,84,60,79,69,45,65,86,79,41,65,78,88,82,85,41,72,Current
Kyle Lowry,87,United States,Toronto Raptors,2-Way Slashing Playmaker,PG,-,183,88,7,4,Villanova,27,485,84,83,54,85,75,44,98,88,2809,68,77,79,86,98,95,84,84,67,72,96,97,79,88,25,25,38,44,40,74,95,87,86,84,89,79,68,86,53,51,86,86,84,85,33,55,Current
Fred VanVleet,85,United States,Toronto Raptors,2-Way 3PT Playmaker,PG,SG,185,88,23,4,Wichita State,38,630,83,78,51,86,70,40,98,87,2703,65,70,85,84,93,98,83,83,42,70,95,94,82,85,25,35,30,32,28,72,98,89,86,83,92,78,27,83,76,42,84,79,91,80,30,49,Current
Serge Ibaka,80,Congo  /  Spain,Toronto Raptors,3-Level Scorer,C,PF,213,106,9,2,Congo,89,864,86,74,73,41,65,74,70,82,2649,94,82,83,75,97,85,49,52,75,83,91,75,94,71,80,80,89,65,70,50,81,29,35,33,72,37,80,56,35,68,57,80,71,75,65,83,Current
OG Anunoby,79,United Kingdom,Toronto Raptors,3 & D Wing,SF,PF,201,104,3,3,Indiana,102,902,71,80,58,57,79,54,25,83,2585,60,76,82,69,70,70,81,83,60,85,85,85,81,78,60,85,38,37,36,41,85,58,72,71,52,34,76,89,66,61,87,87,84,85,46,62,Current
Marc Gasol,77,Spain,Toronto Raptors,2-Way Inside-Out Scorer,C,-,211,115,33,3,Lausanne CS (TN),144,990,77,60,72,59,70,60,85,84,2593,87,65,84,75,90,60,38,25,84,38,85,70,79,60,70,60,78,80,80,50,94,80,44,32,74,64,85,60,41,72,63,84,74,80,41,78,Current
Chris Boucher,77,Saint Lucia,Toronto Raptors,Glass Cleaner,C,PF,206,90,25,2,Oregon,157,1,75,72,67,35,59,85,85,78,2470,84,64,70,80,79,75,57,55,65,71,85,95,77,69,80,70,62,44,62,79,68,33,41,25,49,29,74,37,41,91,42,80,40,65,90,79,Current
Norman Powell,77,United States,Toronto Raptors,Sharpshooter,SG,SF,191,97,24,5,UCLA,172,1,85,79,54,63,69,44,50,77,2569,84,83,84,84,95,80,79,83,46,80,92,90,82,77,25,80,30,32,28,69,88,60,72,77,68,39,50,79,63,52,78,77,74,75,35,52,Current
Terence Davis,76,United States,Toronto Raptors,3PT Specialist,SG,PG,193,92,0,1,Mississippi,193,1,79,74,61,72,62,57,65,77,2585,53,68,83,87,97,85,73,70,44,76,90,82,80,79,40,75,32,49,38,80,95,75,79,68,78,58,54,74,42,51,80,70,70,55,47,66,Current
Rondae Hollis-Jefferson,76,United States,Toronto Raptors,Interior Finisher,PF,SF,198,98,4,5,Arizona,211,1,61,83,72,54,67,70,70,76,2614,44,56,50,74,82,60,86,76,70,93,85,88,82,78,80,84,59,44,69,72,92,60,65,60,38,49,69,69,63,61,75,72,68,55,75,65,Current
Matt Thomas,74,United States,Toronto Raptors,Sharpshooter,SG,SF,193,87,21,1,Iowa State,291,1,84,70,54,57,48,47,75,74,2332,67,82,89,90,98,75,64,63,40,64,90,85,85,67,35,55,40,52,40,48,92,60,67,59,66,34,48,51,40,25,61,57,55,45,36,58,Current
Patrick McCaw,73,United States,Toronto Raptors,Inside-Out Scorer,SG,PG,201,83,22,4,UNLV,326,1,66,73,58,61,64,40,65,75,2403,66,71,75,87,60,35,75,61,58,72,89,76,82,73,40,75,44,57,46,57,73,60,70,69,62,43,54,75,59,35,74,72,79,60,36,43,Current
Stanley Johnson,71,United States,Toronto Raptors,3-Level Scorer,PF,SF,198,110,5,5,Arizona,419,1,72,73,52,58,67,53,60,74,2425,89,79,71,78,75,40,67,76,60,61,80,85,84,72,35,70,38,40,34,50,80,65,70,67,45,41,55,78,73,50,77,72,78,50,39,67,Current
Malcolm Miller,69,United States,Toronto Raptors,3PT Specialist,SF,SG,201,95,13,3,Holy Cross,492,1,69,67,58,48,57,41,30,70,2227,60,73,84,70,72,55,63,63,60,75,63,75,70,69,70,75,60,50,50,30,60,45,45,60,55,35,64,67,43,55,70,65,45,50,29,52,Current
Dewan Hernandez,68,United States,Toronto Raptors,Interior Finisher,C,-,208,106,20,1,Miami,499,1,58,78,67,44,48,69,45,75,2292,70,62,29,69,68,50,74,74,79,79,85,75,80,64,75,65,69,68,68,54,76,44,42,47,47,38,58,37,42,50,50,58,54,35,71,66,Current
Oshae Brissett,67,Canada,Toronto Raptors,Slasher,SF,PF,201,95,12,1,Syracuse,541,1,60,75,64,45,47,60,45,70,2232,68,64,69,73,54,30,63,67,69,79,85,80,83,62,70,75,59,54,59,54,81,47,59,52,34,33,57,40,42,42,52,57,50,35,61,58,Current
Paul Watson,67,United States,Toronto Raptors,Inside-Out Scorer,SG,SF,198,97,1,0,Fresno State,545,1,64,72,50,60,53,62,50,69,2248,70,70,78,63,65,40,69,68,52,72,85,73,82,70,25,60,38,44,44,41,74,65,69,66,66,34,52,59,50,39,69,59,55,40,54,69,Current
Donovan Mitchell,88,United States,Utah Jazz,Scoring Machine,SG,PG,185,97,45,3,Louisville,18,409,90,87,63,80,70,44,70,92,2858,88,93,82,86,95,95,96,90,60,97,96,90,80,90,50,92,25,44,38,82,80,75,88,83,82,70,58,79,70,37,86,79,77,75,36,52,Current
Rudy Gobert,87,France,Utah Jazz,Glass-Cleaning Lockdown,C,-,216,110,27,7,France,28,522,66,67,75,44,77,85,85,87,2638,79,63,25,62,98,70,48,25,82,57,90,85,81,79,95,75,70,58,70,70,85,68,35,25,58,32,96,64,38,83,65,97,74,95,76,93,Current
Bojan Bogdanovic,81,Croatia,Utah Jazz,Stretch Four,PF,SF,203,97,44,9,Croatia,78,831,84,75,61,64,60,44,98,82,2589,74,60,85,90,98,98,67,62,60,72,93,85,84,73,40,70,49,60,64,64,70,69,74,66,72,39,54,78,35,32,77,75,62,70,36,52,Current
Mike Conley,79,United States,Utah Jazz,2-Way 3PT Shot Creator,PG,-,185,79,10,3,Ohio State,98,887,76,77,46,81,63,43,80,85,2528,79,73,81,80,70,75,83,84,40,92,85,75,82,74,25,30,25,40,29,60,84,82,86,83,82,71,31,83,41,32,82,78,80,80,38,48,Current
Joe Ingles,78,Australia,Utah Jazz,3 & D Wing,SF,PF,201,102,2,6,Australia,124,953,70,69,53,69,68,45,75,80,2459,72,79,83,77,70,40,63,67,57,60,85,70,80,78,40,45,50,55,48,37,70,75,70,60,66,72,58,84,43,35,83,85,78,80,32,57,Current
Jordan Clarkson,78,United States  /  Philippines,Utah Jazz,Inside-Out Scorer,SG,SF,193,87,0,6,Missouri,136,973,81,78,55,73,52,44,75,78,2500,90,68,80,84,75,90,79,82,54,85,80,85,83,86,25,75,30,37,38,69,82,79,79,79,79,51,43,65,42,45,73,58,49,40,42,46,Current
Tony Bradley Jr.,75,United States,Utah Jazz,Glass Cleaner,C,-,208,112,13,3,North Carolina,258,1,64,67,70,42,56,89,40,75,2362,78,66,26,63,90,60,51,42,78,51,80,90,80,74,75,60,72,62,68,65,85,44,44,33,58,29,69,35,38,78,54,68,58,45,93,85,Current
Emmanuel Mudiay,74,DR Congo,Utah Jazz,Shot Creator,PG,SG,191,90,15,5,Prime Prep Academy (TX),277,1,76,78,61,79,55,49,60,76,2559,86,89,80,75,87,40,86,84,52,88,80,75,84,76,25,70,35,57,71,65,87,79,82,85,79,70,38,67,40,51,70,68,60,45,37,60,Current
Royce O’Neale,74,United States,Utah Jazz,3 & D Wing,SF,SG,193,102,23,3,Baylor,281,1,69,70,63,59,69,51,35,76,2469,66,67,83,74,75,50,62,62,60,65,80,80,82,76,55,70,54,52,59,59,75,60,68,62,63,43,68,83,40,52,84,80,68,80,32,69,Current
Georges Niang,73,United States,Utah Jazz,Stretch Four,PF,SF,201,104,31,4,Iowa State,328,1,78,66,60,56,51,46,60,75,2320,88,76,85,83,65,70,44,46,49,72,88,80,84,70,25,50,70,71,70,51,74,65,67,44,70,32,60,55,35,37,55,62,60,40,34,58,Current
Ed Davis,72,United States,Utah Jazz,Glass Cleaner,C,PF,206,101,17,0,North Carolina,355,1,49,72,60,41,57,82,40,77,2213,74,52,25,62,50,30,65,38,78,75,80,85,81,60,75,69,60,57,55,42,63,32,45,38,60,28,67,40,53,67,54,67,55,50,80,84,Current
Juwan Morgan,70,United States,Utah Jazz,Stretch Four,PF,-,203,104,16,1,Indiana,456,1,62,66,60,44,61,70,65,73,2297,69,71,70,69,50,40,59,57,50,65,80,75,79,60,70,65,54,52,57,47,74,38,54,43,55,30,65,57,54,71,57,64,68,50,70,70,Current
